Institution,Cohort Year,Major,Median earnings: full-time workers
University of South Florida (USF),5 years after graduation,Athletic Training/Trainer,**
University of South Florida (USF),5 years after graduation,Athletic Training/Trainer,**
University of South Florida (USF),5 years after graduation,Athletic Training/Trainer,**
University of South Florida (USF),10 years after graduation,Athletic Training/Trainer,**
University of South Florida (USF),10 years after graduation,Athletic Training/Trainer,**
University of South Florida (USF),10 years after graduation,Athletic Training/Trainer,**
University of South Florida (USF),1 year after graduation,Audiology/Audiologist,**
University of South Florida (USF),1 year after graduation,Audiology/Audiologist,**
University of South Florida (USF),1 year after graduation,Audiology/Audiologist,**
University of South Florida (USF),5 years after graduation,Audiology/Audiologist,**
University of South Florida (USF),5 years after graduation,Audiology/Audiologist,**
University of South Florida (USF),5 years after graduation,Audiology/Audiologist,**
University of South Florida (USF),10 years after graduation,Audiology/Audiologist,**
University of South Florida (USF),10 years after graduation,Audiology/Audiologist,**
University of South Florida (USF),10 years after graduation,Audiology/Audiologist,**
University of South Florida (USF),1 year after graduation,Audiology/Audiologist and Speech-Language Pathology/Pathologist,**
University of South Florida (USF),1 year after graduation,Audiology/Audiologist and Speech-Language Pathology/Pathologist,**
University of South Florida (USF),1 year after graduation,Audiology/Audiologist and Speech-Language Pathology/Pathologist,**
University of South Florida (USF),5 years after graduation,Audiology/Audiologist and Speech-Language Pathology/Pathologist,**
University of South Florida (USF),5 years after graduation,Audiology/Audiologist and Speech-Language Pathology/Pathologist,**
University of South Florida (USF),5 years after graduation,Audiology/Audiologist and Speech-Language Pathology/Pathologist,**
University of South Florida (USF),10 years after graduation,Audiology/Audiologist and Speech-Language Pathology/Pathologist,**
University of South Florida (USF),10 years after graduation,Audiology/Audiologist and Speech-Language Pathology/Pathologist,**
University of South Florida (USF),10 years after graduation,Audiology/Audiologist and Speech-Language Pathology/Pathologist,**
University of South Florida (USF),1 year after graduation,Behavioral Aspects of Health,**
University of South Florida (USF),1 year after graduation,Behavioral Aspects of Health,**
University of South Florida (USF),1 year after graduation,Behavioral Aspects of Health,**
University of South Florida (USF),5 years after graduation,Behavioral Aspects of Health,**
University of South Florida (USF),5 years after graduation,Behavioral Aspects of Health,**
University of South Florida (USF),5 years after graduation,Behavioral Aspects of Health,**
University of South Florida (USF),10 years after graduation,Behavioral Aspects of Health,**
University of South Florida (USF),10 years after graduation,Behavioral Aspects of Health,**
University of South Florida (USF),10 years after graduation,Behavioral Aspects of Health,**
University of South Florida (USF),1 year after graduation,Bioengineering and Biomedical Engineering,**
University of South Florida (USF),1 year after graduation,Bioengineering and Biomedical Engineering,**
University of South Florida (USF),1 year after graduation,Bioengineering and Biomedical Engineering,**
University of South Florida (USF),5 years after graduation,Bioengineering and Biomedical Engineering,**
University of South Florida (USF),5 years after graduation,Bioengineering and Biomedical Engineering,**
University of South Florida (USF),5 years after graduation,Bioengineering and Biomedical Engineering,**
University of South Florida (USF),10 years after graduation,Bioengineering and Biomedical Engineering,**
University of South Florida (USF),10 years after graduation,Bioengineering and Biomedical Engineering,**
University of South Florida (USF),10 years after graduation,Bioengineering and Biomedical Engineering,**
University of South Florida (USF),1 year after graduation,Bioethics/Medical Ethics,**
University of South Florida (USF),1 year after graduation,Bioethics/Medical Ethics,**
University of South Florida (USF),1 year after graduation,Bioethics/Medical Ethics,**
University of South Florida (USF),5 years after graduation,Bioethics/Medical Ethics,**
University of South Florida (USF),5 years after graduation,Bioethics/Medical Ethics,**
University of South Florida (USF),5 years after graduation,Bioethics/Medical Ethics,**
University of South Florida (USF),10 years after graduation,Bioethics/Medical Ethics,**
University of South Florida (USF),10 years after graduation,Bioethics/Medical Ethics,**
University of South Florida (USF),10 years after graduation,Bioethics/Medical Ethics,**
University of South Florida (USF),1 year after graduation,Bioinformatics,**
University of South Florida (USF),1 year after graduation,Bioinformatics,**
University of South Florida (USF),1 year after graduation,Bioinformatics,**
University of South Florida (USF),5 years after graduation,Bioinformatics,**
University of South Florida (USF),5 years after graduation,Bioinformatics,**
University of South Florida (USF),5 years after graduation,Bioinformatics,**
University of South Florida (USF),10 years after graduation,Bioinformatics,**
University of South Florida (USF),10 years after graduation,Bioinformatics,**
University of South Florida (USF),10 years after graduation,Bioinformatics,**
University of South Florida (USF),1 year after graduation,"Biological and Biomedical Sciences, Other",**
University of South Florida (USF),1 year after graduation,"Biological and Biomedical Sciences, Other",**
University of South Florida (USF),1 year after graduation,"Biological and Biomedical Sciences, Other",**
University of South Florida (USF),5 years after graduation,"Biological and Biomedical Sciences, Other",**
University of South Florida (USF),5 years after graduation,"Biological and Biomedical Sciences, Other",**
University of South Florida (USF),5 years after graduation,"Biological and Biomedical Sciences, Other",**
University of South Florida (USF),10 years after graduation,"Biological and Biomedical Sciences, Other",**
University of South Florida (USF),10 years after graduation,"Biological and Biomedical Sciences, Other",**
University of South Florida (USF),10 years after graduation,"Biological and Biomedical Sciences, Other",**
University of South Florida (USF),1 year after graduation,Biological and Physical Sciences,**
University of South Florida (USF),1 year after graduation,Biological and Physical Sciences,**
University of South Florida (USF),1 year after graduation,Biological and Physical Sciences,**
University of South Florida (USF),5 years after graduation,Biological and Physical Sciences,**
University of South Florida (USF),5 years after graduation,Biological and Physical Sciences,**
University of South Florida (USF),5 years after graduation,Biological and Physical Sciences,**
University of South Florida (USF),10 years after graduation,Biological and Physical Sciences,**
University of South Florida (USF),10 years after graduation,Biological and Physical Sciences,**
University of South Florida (USF),10 years after graduation,Biological and Physical Sciences,**
University of South Florida (USF),1 year after graduation,"Biology/Biological Sciences, General",**
University of South Florida (USF),1 year after graduation,"Biology/Biological Sciences, General",**
University of South Florida (USF),1 year after graduation,"Biology/Biological Sciences, General",**
University of South Florida (USF),5 years after graduation,"Biology/Biological Sciences, General",**
University of South Florida (USF),5 years after graduation,"Biology/Biological Sciences, General",**
University of South Florida (USF),5 years after graduation,"Biology/Biological Sciences, General",**
University of South Florida (USF),10 years after graduation,"Biology/Biological Sciences, General",**
University of South Florida (USF),10 years after graduation,"Biology/Biological Sciences, General",**
University of South Florida (USF),10 years after graduation,"Biology/Biological Sciences, General",**
University of South Florida (USF),1 year after graduation,"Biomedical Sciences, General",**
University of South Florida (USF),1 year after graduation,"Biomedical Sciences, General",**
University of South Florida (USF),1 year after graduation,"Biomedical Sciences, General",**
University of South Florida (USF),5 years after graduation,"Biomedical Sciences, General",**
University of South Florida (USF),5 years after graduation,"Biomedical Sciences, General",**
University of South Florida (USF),5 years after graduation,"Biomedical Sciences, General",**
University of South Florida (USF),10 years after graduation,"Biomedical Sciences, General",**
University of South Florida (USF),10 years after graduation,"Biomedical Sciences, General",**
University of South Florida (USF),10 years after graduation,"Biomedical Sciences, General",**
University of South Florida (USF),1 year after graduation,Biotechnology,**
University of South Florida (USF),1 year after graduation,Biotechnology,**
University of South Florida (USF),1 year after graduation,Biotechnology,**
University of South Florida (USF),5 years after graduation,Biotechnology,**
University of South Florida (USF),5 years after graduation,Biotechnology,**
University of South Florida (USF),5 years after graduation,Biotechnology,**
University of South Florida (USF),10 years after graduation,Biotechnology,**
University of South Florida (USF),10 years after graduation,Biotechnology,**
University of South Florida (USF),10 years after graduation,Biotechnology,**
University of South Florida (USF),1 year after graduation,"Business Administration and Management, General",**
University of South Florida (USF),1 year after graduation,"Business Administration and Management, General",**
University of South Florida (USF),1 year after graduation,"Business Administration and Management, General",**
University of South Florida (USF),5 years after graduation,"Business Administration and Management, General",**
University of South Florida (USF),5 years after graduation,"Business Administration and Management, General",**
University of South Florida (USF),5 years after graduation,"Business Administration and Management, General",**
University of South Florida (USF),10 years after graduation,"Business Administration and Management, General",**
University of South Florida (USF),10 years after graduation,"Business Administration and Management, General",**
University of South Florida (USF),10 years after graduation,"Business Administration and Management, General",**
University of South Florida (USF),1 year after graduation,"Business/Commerce, General",**
University of South Florida (USF),1 year after graduation,"Business/Commerce, General",**
University of South Florida (USF),1 year after graduation,"Business/Commerce, General",**
University of South Florida (USF),5 years after graduation,"Business/Commerce, General",**
University of South Florida (USF),5 years after graduation,"Business/Commerce, General",**
University of South Florida (USF),5 years after graduation,"Business/Commerce, General",**
University of South Florida (USF),10 years after graduation,"Business/Commerce, General",**
University of South Florida (USF),10 years after graduation,"Business/Commerce, General",**
University of South Florida (USF),10 years after graduation,"Business/Commerce, General",**
University of South Florida (USF),1 year after graduation,Business/Managerial Economics,**
University of South Florida (USF),1 year after graduation,Business/Managerial Economics,**
University of South Florida (USF),1 year after graduation,Business/Managerial Economics,**
University of South Florida (USF),5 years after graduation,Business/Managerial Economics,**
University of South Florida (USF),5 years after graduation,Business/Managerial Economics,**
University of South Florida (USF),5 years after graduation,Business/Managerial Economics,**
University of South Florida (USF),10 years after graduation,Business/Managerial Economics,**
University of South Florida (USF),10 years after graduation,Business/Managerial Economics,**
University of South Florida (USF),10 years after graduation,Business/Managerial Economics,**
University of South Florida (USF),1 year after graduation,Cell/Cellular and Molecular Biology,**
University of South Florida (USF),1 year after graduation,Cell/Cellular and Molecular Biology,**
University of South Florida (USF),1 year after graduation,Cell/Cellular and Molecular Biology,**
University of South Florida (USF),5 years after graduation,Cell/Cellular and Molecular Biology,**
University of South Florida (USF),5 years after graduation,Cell/Cellular and Molecular Biology,**
University of South Florida (USF),5 years after graduation,Cell/Cellular and Molecular Biology,**
University of South Florida (USF),10 years after graduation,Cell/Cellular and Molecular Biology,**
University of South Florida (USF),10 years after graduation,Cell/Cellular and Molecular Biology,**
University of South Florida (USF),10 years after graduation,Cell/Cellular and Molecular Biology,**
University of South Florida (USF),1 year after graduation,Chemical Engineering,**
University of South Florida (USF),1 year after graduation,Chemical Engineering,**
University of South Florida (USF),1 year after graduation,Chemical Engineering,**
University of South Florida (USF),5 years after graduation,Chemical Engineering,**
University of South Florida (USF),5 years after graduation,Chemical Engineering,**
University of South Florida (USF),5 years after graduation,Chemical Engineering,**
University of South Florida (USF),10 years after graduation,Chemical Engineering,**
University of South Florida (USF),10 years after graduation,Chemical Engineering,**
University of South Florida (USF),10 years after graduation,Chemical Engineering,**
University of South Florida (USF),1 year after graduation,"Chemistry, General",**
University of South Florida (USF),1 year after graduation,"Chemistry, General",**
University of South Florida (USF),1 year after graduation,"Chemistry, General",**
University of South Florida (USF),5 years after graduation,"Chemistry, General",**
University of South Florida (USF),5 years after graduation,"Chemistry, General",**
University of South Florida (USF),5 years after graduation,"Chemistry, General",**
University of South Florida (USF),10 years after graduation,"Chemistry, General",**
University of South Florida (USF),10 years after graduation,"Chemistry, General",**
University of South Florida (USF),10 years after graduation,"Chemistry, General",**
University of South Florida (USF),1 year after graduation,"City/Urban, Community and Regional Planning",**
University of South Florida (USF),1 year after graduation,"City/Urban, Community and Regional Planning",**
University of South Florida (USF),1 year after graduation,"City/Urban, Community and Regional Planning",**
University of South Florida (USF),5 years after graduation,"City/Urban, Community and Regional Planning",**
University of South Florida (USF),5 years after graduation,"City/Urban, Community and Regional Planning",**
University of South Florida (USF),5 years after graduation,"City/Urban, Community and Regional Planning",**
University of South Florida (USF),10 years after graduation,"City/Urban, Community and Regional Planning",**
University of South Florida (USF),10 years after graduation,"City/Urban, Community and Regional Planning",**
University of South Florida (USF),10 years after graduation,"City/Urban, Community and Regional Planning",**
University of South Florida (USF),1 year after graduation,"Civil Engineering, General",**
University of South Florida (USF),1 year after graduation,"Civil Engineering, General",**
University of South Florida (USF),1 year after graduation,"Civil Engineering, General",**
University of South Florida (USF),5 years after graduation,"Civil Engineering, General",**
University of South Florida (USF),5 years after graduation,"Civil Engineering, General",**
University of South Florida (USF),5 years after graduation,"Civil Engineering, General",**
University of South Florida (USF),10 years after graduation,"Civil Engineering, General",**
University of South Florida (USF),10 years after graduation,"Civil Engineering, General",**
University of South Florida (USF),10 years after graduation,"Civil Engineering, General",**
University of South Florida (USF),1 year after graduation,"Classics and Classical Languages, Literatures, and Linguistics, General",**
University of South Florida (USF),1 year after graduation,"Classics and Classical Languages, Literatures, and Linguistics, General",**
University of South Florida (USF),1 year after graduation,"Classics and Classical Languages, Literatures, and Linguistics, General",**
University of South Florida (USF),5 years after graduation,"Classics and Classical Languages, Literatures, and Linguistics, General",**
University of South Florida (USF),5 years after graduation,"Classics and Classical Languages, Literatures, and Linguistics, General",**
University of South Florida (USF),5 years after graduation,"Classics and Classical Languages, Literatures, and Linguistics, General",**
University of South Florida (USF),10 years after graduation,"Classics and Classical Languages, Literatures, and Linguistics, General",**
University of South Florida (USF),10 years after graduation,"Classics and Classical Languages, Literatures, and Linguistics, General",**
University of South Florida (USF),10 years after graduation,"Classics and Classical Languages, Literatures, and Linguistics, General",**
University of South Florida (USF),1 year after graduation,Clinical Laboratory Science/Medical Technology/Technologist,**
University of South Florida (USF),1 year after graduation,Clinical Laboratory Science/Medical Technology/Technologist,**
University of South Florida (USF),1 year after graduation,Clinical Laboratory Science/Medical Technology/Technologist,**
University of South Florida (USF),5 years after graduation,Clinical Laboratory Science/Medical Technology/Technologist,**
University of South Florida (USF),5 years after graduation,Clinical Laboratory Science/Medical Technology/Technologist,**
University of South Florida (USF),5 years after graduation,Clinical Laboratory Science/Medical Technology/Technologist,**
University of South Florida (USF),10 years after graduation,Clinical Laboratory Science/Medical Technology/Technologist,**
University of South Florida (USF),10 years after graduation,Clinical Laboratory Science/Medical Technology/Technologist,**
University of South Florida (USF),10 years after graduation,Clinical Laboratory Science/Medical Technology/Technologist,**
University of South Florida (USF),1 year after graduation,"Communication Sciences and Disorders, General",**
University of South Florida (USF),1 year after graduation,"Communication Sciences and Disorders, General",**
University of South Florida (USF),1 year after graduation,"Communication Sciences and Disorders, General",**
University of South Florida (USF),5 years after graduation,"Communication Sciences and Disorders, General",**
University of South Florida (USF),5 years after graduation,"Communication Sciences and Disorders, General",**
University of South Florida (USF),5 years after graduation,"Communication Sciences and Disorders, General",**
University of South Florida (USF),10 years after graduation,"Communication Sciences and Disorders, General",**
University of South Florida (USF),10 years after graduation,"Communication Sciences and Disorders, General",**
University of South Florida (USF),10 years after graduation,"Communication Sciences and Disorders, General",**
University of South Florida (USF),1 year after graduation,"Computer and Information Sciences, General",**
University of South Florida (USF),1 year after graduation,"Computer and Information Sciences, General",**
University of South Florida (USF),1 year after graduation,"Computer and Information Sciences, General",**
University of South Florida (USF),5 years after graduation,"Computer and Information Sciences, General",**
University of South Florida (USF),5 years after graduation,"Computer and Information Sciences, General",**
University of South Florida (USF),5 years after graduation,"Computer and Information Sciences, General",**
University of South Florida (USF),10 years after graduation,"Computer and Information Sciences, General",**
University of South Florida (USF),10 years after graduation,"Computer and Information Sciences, General",**
University of South Florida (USF),10 years after graduation,"Computer and Information Sciences, General",**
University of South Florida (USF),1 year after graduation,Computer and Information Systems Security/Information Assurance,**
University of South Florida (USF),1 year after graduation,Computer and Information Systems Security/Information Assurance,**
University of South Florida (USF),1 year after graduation,Computer and Information Systems Security/Information Assurance,**
University of South Florida (USF),5 years after graduation,Computer and Information Systems Security/Information Assurance,**
University of South Florida (USF),5 years after graduation,Computer and Information Systems Security/Information Assurance,**
University of South Florida (USF),5 years after graduation,Computer and Information Systems Security/Information Assurance,**
University of South Florida (USF),10 years after graduation,Computer and Information Systems Security/Information Assurance,**
University of South Florida (USF),10 years after graduation,Computer and Information Systems Security/Information Assurance,**
University of South Florida (USF),10 years after graduation,Computer and Information Systems Security/Information Assurance,**
University of South Florida (USF),1 year after graduation,"Computer Engineering, General",**
University of South Florida (USF),1 year after graduation,"Computer Engineering, General",**
University of South Florida (USF),1 year after graduation,"Computer Engineering, General",**
University of South Florida (USF),5 years after graduation,"Computer Engineering, General",**
University of South Florida (USF),5 years after graduation,"Computer Engineering, General",**
University of South Florida (USF),5 years after graduation,"Computer Engineering, General",**
University of South Florida (USF),10 years after graduation,"Computer Engineering, General",**
University of South Florida (USF),10 years after graduation,"Computer Engineering, General",**
University of South Florida (USF),10 years after graduation,"Computer Engineering, General",**
University of South Florida (USF),1 year after graduation,Computer Science,**
University of South Florida (USF),1 year after graduation,Computer Science,**
University of South Florida (USF),1 year after graduation,Computer Science,**
University of South Florida (USF),5 years after graduation,Computer Science,**
University of South Florida (USF),5 years after graduation,Computer Science,**
University of South Florida (USF),5 years after graduation,Computer Science,**
University of South Florida (USF),10 years after graduation,Computer Science,**
University of South Florida (USF),10 years after graduation,Computer Science,**
University of South Florida (USF),10 years after graduation,Computer Science,**
University of South Florida (USF),1 year after graduation,Computer Systems Analysis/Analyst,**
University of South Florida (USF),1 year after graduation,Computer Systems Analysis/Analyst,**
University of South Florida (USF),1 year after graduation,Computer Systems Analysis/Analyst,**
University of South Florida (USF),5 years after graduation,Computer Systems Analysis/Analyst,**
University of South Florida (USF),5 years after graduation,Computer Systems Analysis/Analyst,**
University of South Florida (USF),5 years after graduation,Computer Systems Analysis/Analyst,**
University of South Florida (USF),10 years after graduation,Computer Systems Analysis/Analyst,**
University of South Florida (USF),10 years after graduation,Computer Systems Analysis/Analyst,**
University of South Florida (USF),10 years after graduation,Computer Systems Analysis/Analyst,**
University of South Florida (USF),1 year after graduation,Conservation Biology,**
University of South Florida (USF),1 year after graduation,Conservation Biology,**
University of South Florida (USF),1 year after graduation,Conservation Biology,**
University of South Florida (USF),5 years after graduation,Conservation Biology,**
University of South Florida (USF),5 years after graduation,Conservation Biology,**
University of South Florida (USF),5 years after graduation,Conservation Biology,**
University of South Florida (USF),10 years after graduation,Conservation Biology,**
University of South Florida (USF),10 years after graduation,Conservation Biology,**
University of South Florida (USF),10 years after graduation,Conservation Biology,**
University of South Florida (USF),1 year after graduation,Counselor Education/School Counseling and Guidance Services,**
University of South Florida (USF),1 year after graduation,Counselor Education/School Counseling and Guidance Services,**
University of South Florida (USF),1 year after graduation,Counselor Education/School Counseling and Guidance Services,**
University of South Florida (USF),5 years after graduation,Counselor Education/School Counseling and Guidance Services,**
University of South Florida (USF),5 years after graduation,Counselor Education/School Counseling and Guidance Services,**
University of South Florida (USF),5 years after graduation,Counselor Education/School Counseling and Guidance Services,**
University of South Florida (USF),10 years after graduation,Counselor Education/School Counseling and Guidance Services,**
University of South Florida (USF),10 years after graduation,Counselor Education/School Counseling and Guidance Services,**
University of South Florida (USF),10 years after graduation,Counselor Education/School Counseling and Guidance Services,**
University of South Florida (USF),1 year after graduation,Creative Writing,**
University of South Florida (USF),1 year after graduation,Creative Writing,**
University of South Florida (USF),1 year after graduation,Creative Writing,**
University of South Florida (USF),5 years after graduation,Creative Writing,**
University of South Florida (USF),5 years after graduation,Creative Writing,**
University of South Florida (USF),5 years after graduation,Creative Writing,**
University of South Florida (USF),10 years after graduation,Creative Writing,**
University of South Florida (USF),10 years after graduation,Creative Writing,**
University of South Florida (USF),10 years after graduation,Creative Writing,**
University of South Florida (USF),1 year after graduation,Creative Writing,**
University of South Florida (USF),1 year after graduation,Creative Writing,**
University of South Florida (USF),1 year after graduation,Creative Writing,**
University of South Florida (USF),5 years after graduation,Creative Writing,**
University of South Florida (USF),5 years after graduation,Creative Writing,**
University of South Florida (USF),5 years after graduation,Creative Writing,**
University of South Florida (USF),10 years after graduation,Creative Writing,**
University of South Florida (USF),10 years after graduation,Creative Writing,**
University of South Florida (USF),10 years after graduation,Creative Writing,**
University of South Florida (USF),1 year after graduation,Criminal Justice/Law Enforcement Administration,**
University of South Florida (USF),1 year after graduation,Criminal Justice/Law Enforcement Administration,**
University of South Florida (USF),1 year after graduation,Criminal Justice/Law Enforcement Administration,**
University of South Florida (USF),5 years after graduation,Criminal Justice/Law Enforcement Administration,**
University of South Florida (USF),5 years after graduation,Criminal Justice/Law Enforcement Administration,**
University of South Florida (USF),5 years after graduation,Criminal Justice/Law Enforcement Administration,**
University of South Florida (USF),10 years after graduation,Criminal Justice/Law Enforcement Administration,**
University of South Florida (USF),10 years after graduation,Criminal Justice/Law Enforcement Administration,**
University of South Florida (USF),10 years after graduation,Criminal Justice/Law Enforcement Administration,**
University of South Florida (USF),1 year after graduation,Criminology,**
University of South Florida (USF),1 year after graduation,Criminology,**
University of South Florida (USF),1 year after graduation,Criminology,**
University of South Florida (USF),5 years after graduation,Criminology,**
University of South Florida (USF),5 years after graduation,Criminology,**
University of South Florida (USF),5 years after graduation,Criminology,**
University of South Florida (USF),10 years after graduation,Criminology,**
University of South Florida (USF),10 years after graduation,Criminology,**
University of South Florida (USF),10 years after graduation,Criminology,**
University of South Florida (USF),1 year after graduation,Critical Infrastructure Protection,**
University of South Florida (USF),1 year after graduation,Critical Infrastructure Protection,**
University of South Florida (USF),1 year after graduation,Critical Infrastructure Protection,**
University of South Florida (USF),5 years after graduation,Critical Infrastructure Protection,**
University of South Florida (USF),5 years after graduation,Critical Infrastructure Protection,**
University of South Florida (USF),5 years after graduation,Critical Infrastructure Protection,**
University of South Florida (USF),10 years after graduation,Critical Infrastructure Protection,**
University of South Florida (USF),10 years after graduation,Critical Infrastructure Protection,**
University of South Florida (USF),10 years after graduation,Critical Infrastructure Protection,**
University of South Florida (USF),1 year after graduation,Curriculum and Instruction,**
University of South Florida (USF),1 year after graduation,Curriculum and Instruction,**
University of South Florida (USF),1 year after graduation,Curriculum and Instruction,**
University of South Florida (USF),5 years after graduation,Curriculum and Instruction,**
University of South Florida (USF),5 years after graduation,Curriculum and Instruction,**
University of South Florida (USF),5 years after graduation,Curriculum and Instruction,**
University of South Florida (USF),10 years after graduation,Curriculum and Instruction,**
University of South Florida (USF),10 years after graduation,Curriculum and Instruction,**
University of South Florida (USF),10 years after graduation,Curriculum and Instruction,**
University of South Florida (USF),1 year after graduation,"Dance, General",**
University of South Florida (USF),1 year after graduation,"Dance, General",**
University of South Florida (USF),1 year after graduation,"Dance, General",**
University of South Florida (USF),5 years after graduation,"Dance, General",**
University of South Florida (USF),5 years after graduation,"Dance, General",**
University of South Florida (USF),5 years after graduation,"Dance, General",**
University of South Florida (USF),10 years after graduation,"Dance, General",**
University of South Florida (USF),10 years after graduation,"Dance, General",**
University of South Florida (USF),10 years after graduation,"Dance, General",**
University of South Florida (USF),1 year after graduation,"Drama and Dramatics/Theatre Arts, General",**
University of South Florida (USF),1 year after graduation,"Drama and Dramatics/Theatre Arts, General",**
University of South Florida (USF),1 year after graduation,"Drama and Dramatics/Theatre Arts, General",**
University of South Florida (USF),5 years after graduation,"Drama and Dramatics/Theatre Arts, General",**
University of South Florida (USF),5 years after graduation,"Drama and Dramatics/Theatre Arts, General",**
University of South Florida (USF),5 years after graduation,"Drama and Dramatics/Theatre Arts, General",**
University of South Florida (USF),10 years after graduation,"Drama and Dramatics/Theatre Arts, General",**
University of South Florida (USF),10 years after graduation,"Drama and Dramatics/Theatre Arts, General",**
University of South Florida (USF),10 years after graduation,"Drama and Dramatics/Theatre Arts, General",**
University of South Florida (USF),1 year after graduation,Early Childhood Education and Teaching,**
University of South Florida (USF),1 year after graduation,Early Childhood Education and Teaching,**
University of South Florida (USF),1 year after graduation,Early Childhood Education and Teaching,**
University of South Florida (USF),5 years after graduation,Early Childhood Education and Teaching,**
University of South Florida (USF),5 years after graduation,Early Childhood Education and Teaching,**
University of South Florida (USF),5 years after graduation,Early Childhood Education and Teaching,**
University of South Florida (USF),10 years after graduation,Early Childhood Education and Teaching,**
University of South Florida (USF),10 years after graduation,Early Childhood Education and Teaching,**
University of South Florida (USF),10 years after graduation,Early Childhood Education and Teaching,**
University of South Florida (USF),1 year after graduation,"Ecology, Evolution, Systematics and Population Biology, Other",**
University of South Florida (USF),1 year after graduation,"Ecology, Evolution, Systematics and Population Biology, Other",**
University of South Florida (USF),1 year after graduation,"Ecology, Evolution, Systematics and Population Biology, Other",**
University of South Florida (USF),5 years after graduation,"Ecology, Evolution, Systematics and Population Biology, Other",**
University of South Florida (USF),5 years after graduation,"Ecology, Evolution, Systematics and Population Biology, Other",**
University of South Florida (USF),5 years after graduation,"Ecology, Evolution, Systematics and Population Biology, Other",**
University of South Florida (USF),10 years after graduation,"Ecology, Evolution, Systematics and Population Biology, Other",**
University of South Florida (USF),10 years after graduation,"Ecology, Evolution, Systematics and Population Biology, Other",**
University of South Florida (USF),10 years after graduation,"Ecology, Evolution, Systematics and Population Biology, Other",**
University of South Florida (USF),1 year after graduation,"Economics, General",**
University of South Florida (USF),1 year after graduation,"Economics, General",**
University of South Florida (USF),1 year after graduation,"Economics, General",**
University of South Florida (USF),5 years after graduation,"Economics, General",**
University of South Florida (USF),5 years after graduation,"Economics, General",**
University of South Florida (USF),5 years after graduation,"Economics, General",**
University of South Florida (USF),10 years after graduation,"Economics, General",**
University of South Florida (USF),10 years after graduation,"Economics, General",**
University of South Florida (USF),10 years after graduation,"Economics, General",**
University of South Florida (USF),1 year after graduation,"Education, General",**
University of South Florida (USF),1 year after graduation,"Education, General",**
University of South Florida (USF),1 year after graduation,"Education, General",**
University of South Florida (USF),5 years after graduation,"Education, General",**
University of South Florida (USF),5 years after graduation,"Education, General",**
University of South Florida (USF),5 years after graduation,"Education, General",**
University of South Florida (USF),10 years after graduation,"Education, General",**
University of South Florida (USF),10 years after graduation,"Education, General",**
University of South Florida (USF),10 years after graduation,"Education, General",**
University of South Florida (USF),1 year after graduation,Education/Teaching of Individuals with Autism,**
University of South Florida (USF),1 year after graduation,Education/Teaching of Individuals with Autism,**
University of South Florida (USF),1 year after graduation,Education/Teaching of Individuals with Autism,**
University of South Florida (USF),5 years after graduation,Education/Teaching of Individuals with Autism,**
University of South Florida (USF),5 years after graduation,Education/Teaching of Individuals with Autism,**
University of South Florida (USF),5 years after graduation,Education/Teaching of Individuals with Autism,**
University of South Florida (USF),10 years after graduation,Education/Teaching of Individuals with Autism,**
University of South Florida (USF),10 years after graduation,Education/Teaching of Individuals with Autism,**
University of South Florida (USF),10 years after graduation,Education/Teaching of Individuals with Autism,**
University of South Florida (USF),1 year after graduation,Education/Teaching of Individuals with Emotional Disturbances,**
University of South Florida (USF),1 year after graduation,Education/Teaching of Individuals with Emotional Disturbances,**
University of South Florida (USF),1 year after graduation,Education/Teaching of Individuals with Emotional Disturbances,**
University of South Florida (USF),5 years after graduation,Education/Teaching of Individuals with Emotional Disturbances,**
University of South Florida (USF),5 years after graduation,Education/Teaching of Individuals with Emotional Disturbances,**
University of South Florida (USF),5 years after graduation,Education/Teaching of Individuals with Emotional Disturbances,**
University of South Florida (USF),10 years after graduation,Education/Teaching of Individuals with Emotional Disturbances,**
University of South Florida (USF),10 years after graduation,Education/Teaching of Individuals with Emotional Disturbances,**
University of South Florida (USF),10 years after graduation,Education/Teaching of Individuals with Emotional Disturbances,**
University of South Florida (USF),1 year after graduation,Education/Teaching of Individuals with Mental Retardation,**
University of South Florida (USF),1 year after graduation,Education/Teaching of Individuals with Mental Retardation,**
University of South Florida (USF),1 year after graduation,Education/Teaching of Individuals with Mental Retardation,**
University of South Florida (USF),5 years after graduation,Education/Teaching of Individuals with Mental Retardation,**
University of South Florida (USF),5 years after graduation,Education/Teaching of Individuals with Mental Retardation,**
University of South Florida (USF),5 years after graduation,Education/Teaching of Individuals with Mental Retardation,**
University of South Florida (USF),10 years after graduation,Education/Teaching of Individuals with Mental Retardation,**
University of South Florida (USF),10 years after graduation,Education/Teaching of Individuals with Mental Retardation,**
University of South Florida (USF),10 years after graduation,Education/Teaching of Individuals with Mental Retardation,**
University of South Florida (USF),1 year after graduation,Education/Teaching of Individuals with Specific Learning Disabilities,**
University of South Florida (USF),1 year after graduation,Education/Teaching of Individuals with Specific Learning Disabilities,**
University of South Florida (USF),1 year after graduation,Education/Teaching of Individuals with Specific Learning Disabilities,**
University of South Florida (USF),5 years after graduation,Education/Teaching of Individuals with Specific Learning Disabilities,**
University of South Florida (USF),5 years after graduation,Education/Teaching of Individuals with Specific Learning Disabilities,**
University of South Florida (USF),5 years after graduation,Education/Teaching of Individuals with Specific Learning Disabilities,**
University of South Florida (USF),10 years after graduation,Education/Teaching of Individuals with Specific Learning Disabilities,**
